"","lon","lat","AOD","DQF","hour"
"169",-70.16408,43.511868,0.409474687054171,1,15
"170",-70.1377,43.512444,0.437400487986451,1,15
"171",-70.111374,43.51274,0.385760646262497,1,15
"172",-70.08506,43.51296,0.445183088246267,1,15
"173",-70.05873,43.51321,0.421652167460707,1,15
"174",-70.0324,43.513485,0.451775408466347,1,15
"175",-70.00608,43.51371,0.400868046766846,1,15
"414",-70.32458,43.480587,0.408742207029718,1,15
"415",-70.29827,43.480873,0.410664967093908,1,15
"416",-70.271996,43.481014,0.387683406326687,1,15
"417",-70.24566,43.481533,0.423300247515726,1,15
"420",-70.16676,43.48221,0.432273127815279,1,15
"421",-70.14043,43.48266,0.432456247821392,1,15
"422",-70.11412,43.482925,0.435569287925318,1,15
"423",-70.087814,43.483162,0.415151407243684,1,15
"424",-70.06151,43.483425,0.389148366375593,1,15
"425",-70.03516,43.4839,0.42128592744848,1,15
"665",-70.32717,43.450985,0.577029492647853,1,15
"666",-70.30088,43.4513,0.431265967781655,1,15
"669",-70.22209,43.45171,0.469080249044055,1,15
"670",-70.19575,43.4523,0.470636769096018,1,15
"671",-70.1695,43.452286,0.452141648478573,1,15
"672",-70.14316,43.45287,0.430625047760259,1,15
"673",-70.11687,43.453136,0.407826606999151,1,15
"674",-70.09057,43.453377,0.433554967858072,1,15
"675",-70.06428,43.453636,0.557527211996785,1,15
"676",-70.03794,43.454086,0.466974368973752,1,15
"916",-70.32976,43.421413,0.486934449640103,1,15
"917",-70.303474,43.421734,0.465967208940128,1,15
"922",-70.172134,43.422913,0.451317608451063,1,15
"923",-70.14586,43.42319,0.446007128273777,1,15
"924",-70.11958,43.42346,0.427603567659389,1,15
"925",-70.09331,43.423706,0.505154890248377,1,15
"926",-70.067024,43.423958,0.437766727998678,1,15
"927",-70.04071,43.42441,0.530791691104241,1,15
"1167",-70.332375,43.391575,0.422018407472933,1,15
"1168",-70.30612,43.39186,0.404255766879942,1,15
"1417",-70.36122,43.361576,0.368455805684789,1,15
"1418",-70.33498,43.361923,0.399769326730166,1,15
"1419",-70.30872,43.362213,0.401875206800469,1,15
"1667",-70.39002,43.331627,0.391895166467293,1,15
"1668",-70.36376,43.332153,0.394550406555936,1,15
"1669",-70.337524,43.33247,0.441886928136228,1,15
"1670",-70.311295,43.33281,0.42210996747599,1,15
"1916",-70.44498,43.3015,0.355454285250744,1,15
"1917",-70.41877,43.301834,0.386676246293064,1,15
"1918",-70.392586,43.301952,0.331923364465183,1,15
"1919",-70.36634,43.302475,0.334395484547713,1,15
"1920",-70.340126,43.3028,0.394550406555936,1,15
"1921",-70.313896,43.30314,0.339522844718886,1,15
"1922",-70.287735,43.3031,0.371111045773432,1,15
"1923",-70.26147,43.30373,0.422750887497386,1,15
"2164",-70.52608,43.271008,0.401417406785185,1,15
"2165",-70.49988,43.271374,0.290446683080518,1,15
"2166",-70.47367,43.27172,0.350418485082628,1,15
"2169",-70.395134,43.272335,0.386676246293064,1,15
"2170",-70.36892,43.272747,0.389331486381707,1,15
"2171",-70.34272,43.27307,0.391895166467293,1,15
"2172",-70.31651,43.273388,0.496273569951882,1,15
"2173",-70.29034,43.273537,0.41991252740263,1,15
"2174",-70.26411,43.273983,0.436851127968112,1,15
"2175",-70.23794,43.274086,0.451866968469403,1,15
"2415",-70.528496,43.24175,0.397388766650693,1,15
"2416",-70.50231,43.242085,0.370470125752036,1,15
"2417",-70.47612,43.242466,0.372850685831509,1,15
"2418",-70.44998,43.242508,0.343276804844209,1,15
"2419",-70.423836,43.24263,0.346664524957305,1,15
"2420",-70.39768,43.24275,0.353989325201837,1,15
"2421",-70.37146,43.24327,0.386950926302234,1,15
"2422",-70.345276,43.243595,0.388782126363367,1,15
"2423",-70.319084,43.24391,0.50973289040121,1,15
"2424",-70.292946,43.243923,0.563295492189354,1,15
"2425",-70.266716,43.244507,0.44673960829823,1,15
"2666",-70.53098,43.212048,0.394916646568163,1,15
"2667",-70.50481,43.212414,0.333022084501863,1,15
"2668",-70.47864,43.21277,0.369096725706186,1,15
"2669",-70.45249,43.212925,0.339614404721942,1,15
"2670",-70.42632,43.21327,0.406727886962472,1,15
"2671",-70.400185,43.213383,0.379534566054645,1,15
"2672",-70.374,43.213795,0.383105406173854,1,15
"2673",-70.34783,43.214092,0.414876727234514,1,15
"2674",-70.32168,43.21425,0.440238848081208,1,15
"2675",-70.295555,43.214256,0.563478612195468,1,15
"2676",-70.26934,43.214813,0.498013210009958,1,15
"2917",-70.533424,43.1826,0.358750445360783,1,15
"2918",-70.50727,43.182938,0.394641966558993,1,15
"2919",-70.48112,43.18329,0.332747404492693,1,15
"2920",-70.45499,43.183445,0.336043564602733,1,15
"2921",-70.42883,43.18379,0.372301325813169,1,15
"2922",-70.40269,43.184017,0.375780605929322,1,15
"2923",-70.37652,43.18443,0.379259886045475,1,15
"2924",-70.350365,43.184757,0.435660847928375,1,15
