"","lon","lat","AOD","DQF","hour"
"169",-70.16408,43.511868,0.582339972825139,1,15
"170",-70.1377,43.512444,0.548462771694176,1,15
"171",-70.111374,43.51274,0.550477091761422,1,15
"172",-70.08506,43.51296,0.560914932109881,1,15
"173",-70.05873,43.51321,0.571719012470567,1,15
"174",-70.0324,43.513485,0.57327553252253,1,15
"175",-70.00608,43.51371,0.585178332919895,1,15
"414",-70.32458,43.480587,0.477503769325267,1,15
"415",-70.29827,43.480873,0.482173329481157,1,15
"416",-70.271996,43.481014,0.486934449640103,1,15
"417",-70.24566,43.481533,0.521177890783292,1,15
"420",-70.16676,43.48221,0.539764571403794,1,15
"421",-70.14043,43.48266,0.545807531605533,1,15
"422",-70.11412,43.482925,0.514310890554043,1,15
"423",-70.087814,43.483162,0.590580373100238,1,15
"424",-70.06151,43.483425,0.631141454454337,1,15
"425",-70.03516,43.4839,0.56915533238498,1,15
"665",-70.32717,43.450985,0.705579736939399,1,15
"666",-70.30088,43.4513,0.540497051428247,1,15
"669",-70.22209,43.45171,0.586551732965745,1,15
"670",-70.19575,43.4523,0.524290930887219,1,15
"671",-70.1695,43.452286,0.564852012241317,1,15
"672",-70.14316,43.45287,0.573733332537813,1,15
"673",-70.11687,43.453136,0.54507505158108,1,15
"674",-70.09057,43.453377,0.551118011782819,1,15
"675",-70.06428,43.453636,0.653482095200161,1,15
"676",-70.03794,43.454086,0.621527654133388,1,15
"916",-70.32976,43.421413,0.592228453155258,1,15
"917",-70.303474,43.421734,0.934571304584097,1,15
"922",-70.172134,43.422913,0.583530252864875,1,15
"923",-70.14586,43.42319,0.625281614258711,1,15
"924",-70.11958,43.42346,0.495907329939655,1,15
"925",-70.09331,43.423706,0.605779333607643,1,15
"926",-70.067024,43.423958,0.621985454148671,1,15
"927",-70.04071,43.42441,0.670329135762586,1,15
"1167",-70.332375,43.391575,0.554322611889802,1,15
"1168",-70.30612,43.39186,0.554505731895915,1,15
"1417",-70.36122,43.361576,0.484645449563686,1,15
"1418",-70.33498,43.361923,0.487392249655386,1,15
"1419",-70.30872,43.362213,0.462671048830089,1,15
"1667",-70.39002,43.331627,0.505521130260604,1,15
"1668",-70.36376,43.332153,0.479975889407797,1,15
"1669",-70.337524,43.33247,0.48427920955146,1,15
"1670",-70.311295,43.33281,0.458184608680313,1,15
"1915",-70.47117,43.301346,0.459374888720049,1,15
"1916",-70.44498,43.3015,0.405171366910508,1,15
"1917",-70.41877,43.301834,0.494259249884635,1,15
"1918",-70.392586,43.301952,0.500851570104714,1,15
"1919",-70.36634,43.302475,0.505154890248377,1,15
"1920",-70.340126,43.3028,0.509641330398154,1,15
"1921",-70.313896,43.30314,0.513120610514306,1,15
"1922",-70.287735,43.3031,0.516142090615176,1,15
"1923",-70.26147,43.30373,0.492336489820445,1,15
"2164",-70.52608,43.271008,0.419454727387347,1,15
"2165",-70.49988,43.271374,0.422567767491273,1,15
"2166",-70.47367,43.27172,0.426779527631879,1,15
"2169",-70.395134,43.272335,0.437766727998678,1,15
"2170",-70.36892,43.272747,0.441520688124001,1,15
"2171",-70.34272,43.27307,0.445366208252381,1,15
"2172",-70.31651,43.273388,0.644783894909779,1,15
"2173",-70.29034,43.273537,0.45223320848163,1,15
"2174",-70.26411,43.273983,0.457543688658916,1,15
"2175",-70.23794,43.274086,0.517790170670196,1,15
"2415",-70.528496,43.24175,0.504513970226981,1,15
"2416",-70.50231,43.242085,0.444725288230984,1,15
"2417",-70.47612,43.242466,0.546356891623873,1,15
"2418",-70.44998,43.242508,0.45333192851831,1,15
"2419",-70.423836,43.24263,0.457818368668086,1,15
"2420",-70.39768,43.24275,0.561922092143504,1,15
"2421",-70.37146,43.24327,0.500302210086375,1,15
"2422",-70.345276,43.243595,0.60532153359236,1,15
"2423",-70.319084,43.24391,0.595158373253071,1,15
"2424",-70.292946,43.243923,0.655587975270464,1,15
"2425",-70.266716,43.244507,0.655679535273521,1,15
"2426",-70.24057,43.244503,0.538574291364057,1,15
"2427",-70.21433,43.2451,0.548737451703346,1,15
"2666",-70.53098,43.212048,0.531157931116468,1,15
"2667",-70.50481,43.212414,0.504056170211697,1,15
"2668",-70.47864,43.21277,0.444267488215701,1,15
"2669",-70.45249,43.212925,0.48098304944142,1,15
"2670",-70.42632,43.21327,0.485561049594253,1,15
"2671",-70.400185,43.213383,0.523192210850539,1,15
"2672",-70.374,43.213795,0.461847008802579,1,15
"2673",-70.34783,43.214092,0.531524171128694,1,15
"2674",-70.32168,43.21425,0.60477217357402,1,15
"2675",-70.295555,43.214256,0.623084174185351,1,15
"2676",-70.26934,43.214813,0.75621241862973,1,15
"2677",-70.24322,43.214813,0.793111099861562,1,15
"2917",-70.533424,43.1826,0.463037288842315,1,15
"2918",-70.50727,43.182938,0.498928810040525,1,15
"2919",-70.48112,43.18329,0.503506810193358,1,15
"2920",-70.45499,43.183445,0.508176370349247,1,15
"2921",-70.42883,43.18379,0.480525249426137,1,15
"2922",-70.40269,43.184017,0.4525078884908,1,15
"2923",-70.37652,43.18443,0.489772809734859,1,15
"2924",-70.350365,43.184757,0.527587090997258,1,15
"2925",-70.324196,43.185074,0.526030570945295,1,15
"3168",-70.5359,43.152958,0.489589689728746,1,15
"3169",-70.50976,43.15332,0.431174407778599,1,15
"3170",-70.48362,43.15368,0.435203047913092,1,15
"3171",-70.45752,43.15372,0.439323248050641,1,15
"3172",-70.43138,43.154037,0.443443448188191,1,15
"3173",-70.40527,43.15416,0.447746768331854,1,15
"3174",-70.3791,43.15468,0.517240810651856,1,15
"3175",-70.35295,43.155006,0.456444968622236,1,15
"3176",-70.326805,43.155327,0.460839848768956,1,15
"3418",-70.56443,43.123337,0.449852648402157,1,15
"3419",-70.538345,43.12351,0.4848285695698,1,15
"3420",-70.51221,43.12387,0.426779527631879,1,15
"3421",-70.486084,43.12423,0.493526769860182,1,15
"3422",-70.46,43.12428,0.434836807900865,1,15
"3423",-70.433876,43.1246,0.438957008038415,1,15
"3424",-70.407776,43.124744,0.474390729221341,1,15
"3425",-70.38162,43.125237,0.44728896831657,1,15
"3426",-70.35549,43.125565,0.484187649548403,1,15
"3427",-70.32936,43.125885,0.488765649701236,1,15
"3668",-70.59297,43.093517,0.411031207106134,1,15
"3669",-70.56686,43.093895,0.445457768255437,1,15
"3670",-70.5408,43.093903,0.44948640838993,1,15
"3671",-70.51469,43.094265,0.422567767491273,1,15
"3672",-70.48858,43.09462,0.457635248661973,1,15
"3673",-70.462494,43.094784,0.430441927754146,1,15
"3674",-70.4364,43.094963,0.464868488903448,1,15
"3675",-70.41029,43.095272,0.502224970150564,1,15
"3676",-70.38417,43.09563,0.441978488139284,1,15
"3677",-70.35806,43.095932,0.446922728304344,1,15
"3678",-70.33194,43.096252,0.515592730596836,1,15
"3679",-70.305855,43.096375,0.551209571785876,1,15
"3919",-70.595345,43.06429,0.467340608985978,1,15
"3922",-70.517136,43.064854,0.510465370425663,1,15
"3923",-70.491035,43.065205,0.422201527479046,1,15
"3924",-70.46497,43.065342,0.457177448646689,1,15
"3925",-70.438866,43.065712,0.492794289835729,1,15
"3926",-70.41277,43.065968,0.497189169982448,1,15
"3927",-70.38667,43.066357,0.469904289071565,1,15
"3928",-70.36057,43.066654,0.506345170288114,1,15
"3929",-70.334465,43.066975,0.543243851519946,1,15
"3930",-70.30841,43.06699,0.548371211691119,1,15
"4169",-70.62385,43.03436,0.399860886733222,1,15
"4170",-70.59777,43.034714,0.461847008802579,1,15
"4172",-70.545654,43.035126,0.410664967093908,1,15
"4173",-70.51957,43.035465,0.414327367216174,1,15
"4174",-70.49349,43.035828,0.418081327341497,1,15
"4175",-70.46745,43.03587,0.483638289530063,1,15
"4176",-70.44137,43.03619,0.425772367598256,1,15
"4177",-70.4153,43.03645,0.429709447729692,1,15
"4178",-70.3892,43.036865,0.433738087864185,1,15
"4179",-70.36312,43.03714,0.437766727998678,1,15
"4180",-70.33703,43.037464,0.505887370272831,1,15
"4181",-70.310974,43.037582,0.446098688276834,1,15
"4418",-70.67829,43.004684,0.38649312628695,1,15
"4419",-70.65222,43.005077,0.45113448844495,1,15
"4420",-70.626205,43.005135,0.48427920955146,1,15
"4423",-70.54807,43.00577,0.436668007961998,1,15
"4424",-70.52201,43.00608,0.440513528090378,1,15
"4425",-70.49594,43.00644,0.444450608221814,1,15
"4426",-70.469894,43.0066,0.478968729374174,1,15
"4427",-70.44383,43.00692,0.42156060745765,1,15
"4428",-70.41778,43.00718,0.425406127586029,1,15
"4429",-70.391685,43.007595,0.429343207717466,1,15
"4430",-70.36562,43.00787,0.433280287848902,1,15
"4431",-70.33955,43.00819,0.437400487986451,1,15
"4432",-70.31352,43.0082,0.502224970150564,1,15
"4433",-70.2874,43.008762,0.47796156934055,1,15
"4668",-70.70664,42.9752,0.411122767109191,1,15
"4669",-70.68063,42.975323,0.443443448188191,1,15
"4670",-70.65459,42.975716,0.473017329175491,1,15
"4673",-70.576454,42.976643,0.399128406708769,1,15
"4674",-70.550446,42.97669,0.492153369814332,1,15
"4675",-70.5244,42.977028,0.466333448952355,1,15
"4676",-70.49834,42.977386,0.530700131101185,1,15
"4677",-70.47237,42.97719,0.444084368209587,1,15
"4678",-70.44631,42.97754,0.478602489361947,1,15
"4679",-70.420265,42.977795,0.482814249502553,1,15
"4680",-70.394196,42.97819,0.425039887573803,1,15
"4681",-70.36814,42.97851,0.428976967705239,1,15
"4682",-70.34208,42.97881,0.527403970991145,1,15
"4683",-70.31607,42.978825,0.527403970991145,1,15
"4684",-70.28997,42.97938,0.439506368056755,1,15
"4685",-70.263954,42.97939,0.534545651229564,1,15
"4686",-70.23784,42.98002,0.527953331009485,1,15
"4919",-70.708984,42.945763,0.435935527937545,1,15
"4920",-70.682976,42.94597,0.410848087100021,1,15
"4922",-70.63098,42.946262,0.417806647332327,1,15
"4923",-70.604935,42.946613,0.448845488368534,1,15
"4924",-70.5789,42.946995,0.39445884655288,1,15
"4925",-70.5529,42.94706,0.458184608680313,1,15
"4926",-70.52687,42.947403,0.402516126821865,1,15
"4927",-70.50083,42.947735,0.463495088857599,1,15
"4928",-70.47482,42.94787,0.439872608068981,1,15
"4929",-70.44878,42.94819,0.474116049212171,1,15
"4930",-70.422745,42.94845,0.417074167307874,1,15
"4931",-70.39669,42.948864,0.482448009490327,1,15
"4932",-70.37065,42.949165,0.455712488597783,1,15
"4933",-70.344604,42.949463,0.459832688735332,1,15
"4934",-70.31861,42.94948,0.495541089927428,1,15
"4935",-70.29253,42.950043,0.498379450022185,1,15
"4936",-70.26652,42.950043,0.635261654591886,1,15
"4937",-70.240425,42.950645,0.521727250801632,1,15
"5169",-70.73731,42.916187,0.427237327647163,1,15
"5170",-70.711296,42.91652,0.432181567812222,1,15
"5171",-70.68532,42.916645,0.435660847928375,1,15
"5172",-70.659294,42.917038,0.439231688047585,1,15
"5173",-70.6333,42.91721,0.414052687207004,1,15
"5174",-70.60727,42.91759,0.417531967323157,1,15
"5175",-70.581245,42.917965,0.38978928639699,1,15
"5176",-70.555275,42.917984,0.45278256849997,1,15
"5177",-70.52929,42.918053,0.487300689652329,1,15
"5178",-70.50327,42.91838,0.402241446812695,1,15
"5179",-70.477264,42.91854,0.495541089927428,1,15
"5180",-70.45124,42.918865,0.409383127051115,1,15
"5181",-70.42523,42.919094,0.443443448188191,1,15
"5182",-70.399185,42.91954,0.560274012088485,1,15
"5183",-70.37316,42.919815,0.4820817694781,1,15
"5184",-70.34713,42.920113,0.48318048951478,1,15
"5185",-70.32115,42.92013,0.489498129725689,1,15
"5186",-70.295074,42.920692,0.557985012012068,1,15
"5187",-70.26909,42.920696,0.596989573314204,1,15
"5188",-70.243004,42.921295,0.789448699739296,1,15
"5419",-70.765594,42.886665,0.413686447194777,1,15
"5420",-70.73963,42.886784,0.452324768484687,1,15
"5421",-70.71362,42.88716,0.428427607686899,1,15
"5422",-70.68769,42.887043,0.431906887803052,1,15
"5423",-70.66168,42.88744,0.435111487910035,1,15
"5424",-70.6357,42.887634,0.438499208023131,1,15
"5425",-70.60969,42.887993,0.441978488139284,1,15
"5426",-70.58368,42.888344,0.41716572731093,1,15
"5427",-70.55772,42.888412,0.389423046384763,1,15
"5428",-70.53171,42.888756,0.424124287543236,1,15
"5429",-70.50569,42.889114,0.397480326653749,1,15
"5430",-70.47971,42.889244,0.401966766803525,1,15
"5431",-70.453705,42.88957,0.495266409918258,1,15
"5432",-70.427704,42.8898,0.499478170058865,1,15
"5433",-70.40167,42.89022,0.528319571021711,1,15
"5434",-70.375656,42.890553,0.502133410147508,1,15
"5435",-70.34965,42.890823,0.538391171357944,1,15
"5436",-70.32368,42.89084,0.515958970609063,1,15
"5437",-70.297615,42.891426,0.517973290676309,1,15
"5439",-70.24559,42.891903,0.557252531987615,1,15
"5670",-70.767876,42.85737,0.410481847087794,1,15
"5671",-70.74191,42.857567,0.421377487451537,1,15
"5672",-70.715935,42.85792,0.424765207564633,1,15
"5673",-70.68998,42.858047,0.364518725553353,1,15
"5674",-70.66399,42.85844,0.431632207793882,1,15
"5675",-70.63802,42.858585,0.406727886962472,1,15
"5676",-70.61203,42.85886,0.437217367980338,1,15
"5677",-70.586075,42.859047,0.442253168148454,1,15
"5678",-70.56012,42.859093,0.445915568270721,1,15
"5679",-70.53412,42.859432,0.449577968392987,1,15
"5680",-70.508125,42.85979,0.42403272754018,1,15
"5681",-70.482155,42.859924,0.427695127662446,1,15
"5682",-70.45616,42.860252,0.459374888720049,1,15
"5683",-70.430176,42.86051,0.494900169906032,1,15
"5684",-70.40416,42.8609,0.436301767949772,1,15
"5685",-70.37816,42.86121,0.473017329175491,1,15
"5686",-70.35216,42.861504,0.446648048295174,1,15
"5687",-70.3262,42.861523,0.50781013033702,1,15
"5921",-70.77014,42.828266,0.433188727845845,1,15
"5922",-70.74423,42.828163,0.445183088246267,1,15
"5923",-70.71825,42.828568,0.448021448341024,1,15
"5924",-70.69232,42.828644,0.424398967552406,1,15
"5925",-70.66634,42.82904,0.455620928594726,1,15
"5926",-70.64039,42.829212,0.431357527784712,1,15
"5927",-70.6144,42.82957,0.405629166925792,1,15
"5928",-70.588425,42.82995,0.463403528854542,1,15
"5929",-70.562485,42.82999,0.518156410682423,1,15
"5930",-70.53651,42.830334,0.416707927295647,1,15
"5931",-70.51051,42.830696,0.445640888261551,1,15
"5932",-70.48456,42.830856,0.47988432940474,1,15
"5933",-70.45858,42.831154,0.53738401132432,1,15
"5934",-70.432625,42.831276,0.582156852819026,1,15
"5935",-70.40661,42.831806,0.546356891623873,1,15
"5936",-70.38062,42.832138,0.699994576752943,1,15
"5937",-70.35464,42.83241,0.544434131559683,1,15
"6173",-70.746475,42.79919,0.468805569034885,1,15
"6174",-70.72052,42.799576,0.417623527326214,1,15
"6175",-70.694595,42.799675,0.42073656743014,1,15
"6176",-70.668625,42.800045,0.42430740754935,1,15
"6177",-70.64274,42.799942,0.455620928594726,1,15
"6178",-70.616776,42.800274,0.402149886809639,1,15
"6179",-70.5908,42.800655,0.405903846934962,1,15
"6180",-70.56488,42.800728,0.376055285938492,1,15
"6181",-70.53891,42.801067,0.413045527173381,1,15
"6182",-70.51294,42.801403,0.414418927219231,1,15
"6183",-70.48699,42.801567,0.472193289147981,1,15
"6184",-70.46103,42.80186,0.509275090385927,1,15
"6185",-70.43509,42.801987,0.54040549142519,1,15
"6186",-70.40909,42.802517,0.62802841435041,1,15
"6187",-70.38311,42.802822,0.60614557361987,1,15
"6188",-70.35714,42.80312,0.560457132094598,1,15
"6424",-70.7488,42.76971,0.464044448875939,1,15
"6425",-70.722855,42.770115,0.467523728992091,1,15
"6426",-70.696945,42.77017,0.416799487298704,1,15
"6427",-70.671,42.77056,0.446922728304344,1,15
"6428",-70.64507,42.770763,0.451775408466347,1,15
"6429",-70.61912,42.7711,0.426779527631879,1,15
"6430",-70.59316,42.771473,0.429526327723579,1,15
"6431",-70.567245,42.771545,0.434195887879469,1,15
"6432",-70.5413,42.77189,0.494717049899918,1,15
"6433",-70.51534,42.772224,0.492611169829615,1,15
"6434",-70.48941,42.772392,0.469171809047111,1,15
"6435",-70.463455,42.772713,0.388049646338914,1,15
"6436",-70.437515,42.77292,0.521910370807745,1,15
"6437",-70.411545,42.773342,0.868098742364964,1,15
"6438",-70.385605,42.773533,0.602483173497603,1,15
"6439",-70.35965,42.773815,0.60257473350066,1,15
"6676",-70.72514,42.740936,0.466791248967638,1,15
"6677",-70.699234,42.741123,0.468897129037941,1,15
"6678",-70.673294,42.741516,0.473841369203001,1,15
"6679",-70.6474,42.741585,0.475306329251907,1,15
"6680",-70.62145,42.74197,0.45140916845412,1,15
"6681",-70.59552,42.7423,0.484645449563686,1,15
"6682",-70.5696,42.742485,0.430808167766372,1,15
"6683",-70.54366,42.742847,0.51467713056627,1,15
"6684",-70.51773,42.743156,0.495083289912145,1,15
"6685",-70.49183,42.74321,0.472010169141868,1,15
"6686",-70.46588,42.743565,0.745499898272101,1,15
"6687",-70.43997,42.743637,0.536926211309037,1,15
"6689",-70.388054,42.744503,0.583621812867932,1,15
"6690",-70.362114,42.744747,0.693860056548147,1,15
"6933",-70.571976,42.713333,0.426871087634936,1,15
"6934",-70.54604,42.713673,0.456902768637519,1,15
"6935",-70.52012,42.714035,0.385028166238044,1,15
"6936",-70.49424,42.714043,0.492336489820445,1,15
"6937",-70.46831,42.71439,0.563570172198524,1,15
"6938",-70.442406,42.714546,0.574740492571436,1,15
"6939",-70.4165,42.714695,0.63132457446045,1,15
"6940",-70.39057,42.715027,0.676280535961268,1,15
"7185",-70.5484,42.684658,0.483088929511723,1,15
"7186",-70.5225,42.68497,0.457909928671143,1,15
"7187",-70.49662,42.685028,0.491329329786822,1,15
"7188",-70.47071,42.68535,0.60559621360153,1,15
"7189",-70.444824,42.685482,0.590031013081898,1,15
"7190",-70.418884,42.68596,0.650277495093178,1,15
"7191",-70.39296,42.686295,0.607518973665719,1,15
"7436",-70.55077,42.655544,0.45223320848163,1,15
"7437",-70.524895,42.655773,0.454247528548876,1,15
"7438",-70.49902,42.65591,0.430350367751089,1,15
"7439",-70.47316,42.655968,0.487850049670669,1,15
"7440",-70.447296,42.656063,0.518156410682423,1,15
"7441",-70.42137,42.65657,0.590397253094125,1,15
"7442",-70.39547,42.656883,0.548371211691119,1,15
"7687",-70.55319,42.62613,0.44783832833491,1,15
"7688",-70.5273,42.62649,0.47823624934972,1,15
"7689",-70.501465,42.6265,0.45498000857333,1,15
"7690",-70.47558,42.626823,0.485652609597309,1,15
"7691",-70.44971,42.62706,0.602391613494547,1,15
"7692",-70.423805,42.627464,0.628760894374864,1,15
"7693",-70.39791,42.62777,0.84438470157329,1,15
"7938",-70.55556,42.59704,0.415792327265081,1,15
"7939",-70.52968,42.59738,0.397846566665976,1,15
"7940",-70.503845,42.597492,0.392169846476463,1,15
"7941",-70.47797,42.597847,0.455346248585556,1,15
"7942",-70.452126,42.597946,0.458733968698652,1,15
"7943",-70.426216,42.59848,0.516599890630459,1,15
"7944",-70.400345,42.598766,0.653665215206274,1,15
"7945",-70.37447,42.599064,0.590855053109408,1,15
"8188",-70.58377,42.56761,0.381640446124948,1,15
