"","lon","lat","AOD","DQF","hour"
"15198",-71.105484,41.758175,-3.000677626791,1,16
"15443",-71.26004,41.728176,-3.35089463848271,1,16
"15699",-71.13486,41.700867,-3.4641543622638,1,16
"16443",-71.369,41.613823,0.766192458962905,1,16
"16448",-71.24222,41.61442,1.25640471532824,1,16
"16694",-71.370834,41.58535,0.742478418171231,1,16
"16718",-70.76203,41.59051,0.897855743358377,1,16
"16968",-70.78953,41.561848,1.04590826830099,1,16
"16969",-70.764145,41.562187,0.999670466757379,1,16
"16970",-70.73879,41.562275,0.913512503881066,1,16
"17204",-71.17183,41.53019,-3.57137112584314,1,16
"17215",-70.89305,41.53264,1.02118706747569,1,16
"17216",-70.86769,41.53286,1.03144178781804,1,16
"17219",-70.79163,41.533497,1.00846022705082,1,16
"17222",-70.71555,41.534245,1.01853182738705,1,16
"17465",-70.920456,41.50392,0.832573461178981,1,16
"17466",-70.895096,41.50431,0.833397501206491,1,16
"17467",-70.869774,41.50443,0.910948823795479,1,16
"17471",-70.76839,41.50543,0.951601465152635,1,16
"17715",-70.947754,41.47577,0.756303978632786,1,16
"17716",-70.922455,41.47587,0.768481459039322,1,16
"17717",-70.89713,41.476044,0.988683266390581,1,16
"17718",-70.87182,41.476162,0.946657224987575,1,16
"17721",-70.79584,41.4768,1.29266247653868,1,16
"17722",-70.77049,41.477135,1.51872412408557,1,16
"17960",-71.10161,41.446175,0.679210456059081,1,16
"17961",-71.07632,41.446312,0.688458016367804,1,16
"17962",-71.05101,41.446552,0.699811456746829,1,16
"17963",-71.02572,41.446674,0.710523977104458,1,16
"17964",-71.000404,41.4469,0.721511177471257,1,16
"17965",-70.975105,41.447063,0.764086578892602,1,16
"17966",-70.949776,41.44744,0.775897819286911,1,16
"17967",-70.92447,41.447647,1.05240902851801,1,16
"18199",-71.40693,41.41536,0.641213054790569,1,16
"18200",-71.38165,41.41556,0.69349381653592,1,16
"18201",-71.3564,41.41558,0.659067255386617,1,16
"18202",-71.33111,41.4159,0.576571692632569,1,16
"18203",-71.30584,41.416084,0.590305693091068,1,16
"18204",-71.28058,41.416107,0.724807337581296,1,16
"18205",-71.25529,41.41639,0.647164454989252,1,16
"18206",-71.23002,41.416557,0.618048374017235,1,16
"18207",-71.20472,41.416855,0.626197214289277,1,16
"18208",-71.179436,41.41701,0.633155774521583,1,16
"18209",-71.15415,41.417267,0.735336737932812,1,16
"18210",-71.12887,41.417416,0.703565416872152,1,16
"18211",-71.10358,41.417694,0.75538837860222,1,16
"18212",-71.07829,41.41785,0.671519415802322,1,16
"18213",-71.05299,41.418095,0.677379255997948,1,16
"18214",-71.02772,41.41822,0.788349979702616,1,16
"18215",-71.00242,41.418446,0.81041594043927,1,16
"18216",-70.977135,41.418583,0.760332618767279,1,16
"18217",-70.95181,41.41896,0.958651585387997,1,16
"18218",-70.92652,41.419167,1.02393386756739,1,16
"18219",-70.9012,41.41956,1.27764663603739,1,16
"18450",-71.40871,41.38714,0.72444109756907,1,16
"18451",-71.38344,41.38742,0.690380776431994,1,16
"18452",-71.35819,41.387486,0.691754176477843,1,16
"18453",-71.332924,41.387703,0.743760258214024,1,16
"18454",-71.30765,41.387974,0.717482537336764,1,16
"18455",-71.28241,41.38799,0.764819058917055,1,16
"18456",-71.25714,41.38819,0.685344976263877,1,16
"18457",-71.23186,41.388466,0.787800619684276,1,16
"18458",-71.2066,41.388638,0.717024737321481,1,16
"18459",-71.18133,41.38879,0.774158179228834,1,16
"18460",-71.15602,41.389263,0.830376021105621,1,16
"18461",-71.13078,41.38922,0.788990899724013,1,16
"18464",-71.05495,41.389874,0.81645890064101,1,16
"18465",-71.02968,41.389996,0.791371459803486,1,16
"18466",-71.0044,41.3902,0.699903016749886,1,16
"18472",-70.85267,41.39163,0.926422464312054,1,16
"18473",-70.82736,41.392,0.887875703025202,1,16
"18474",-70.80209,41.39205,0.848047101695556,1,16
"18700",-71.43575,41.358524,0.665476455600583,1,16
